accx,accy,accz
6.95130634874737,-3.3260651197331925,5.805121750872364
6.646452939779258,-3.2235208491882394,5.778535030591744
6.366247253238354,-3.073384261691801,5.75301177912235
6.074366329758246,-2.911472255568191,5.703383234598526
5.806484504430947,-2.7981338512816634,5.6413475539437465
5.575574262744461,-2.650450475999219,5.5438629129148085
5.404986078577198,-2.5277898652995145,5.471192544147781
5.308989685965963,-2.395807048186632,5.338967921952166
5.176021709713914,-2.2495956002325843,5.2790591789198364
5.128023513408296,-2.1426355477024415,5.171648828986133
5.092997802590683,-2.000839881733583,4.991922599889144
5.081971189925879,-1.9066365327162098,4.872459603428227
5.08391706274908,-1.7771069278173217,4.74200742925132
5.096889548237084,-1.719211119567061,4.634242589713875
5.110510657999489,-1.6024382181809422,4.491383279406012
5.135158380426699,-1.5563178285578532,4.395671086395781
5.222074033196331,-1.4994033051931903,4.349232948305632
5.332988784118772,-1.418447302131385,4.303858279026708
5.480226494407626,-1.3737988398366927,4.3066941958566405
5.578817384116463,-1.3409257961691718,4.272663193897448
5.7507028168325265,-1.2859738425757041,4.203183231564095
5.860968943480567,-1.2766516361625264,4.192903033055589
5.9965314168302175,-1.2079616941706919,4.171988146434835
6.106797543478258,-1.1986394877575144,4.161353458322587
6.19306457197349,-1.1790137900455615,4.041890461861669
6.316303184109535,-1.1216086242380998,4.056779025218816
6.402570212604767,-1.074997592172212,4.083011255895694
6.513484963527208,-1.0283865601063242,4.121650622703528
6.5498079228936215,-1.0298584874347207,4.1103069553837965
6.575104269595231,-0.9464492721589215,4.100026756875291
6.5634290326560265,-0.9214265075761817,4.136539186060675
6.564077656930427,-0.8375266498575836,4.113851851421213
6.576401518144031,-0.825751231230412,4.114206341024954
6.589374003632036,-0.8031816788616664,4.066350244519839
6.674992407852868,-0.79336883000569,4.055715556407591
6.772934673287304,-0.796312684662483,4.008568439109959
6.9078485223625545,-0.812503885274844,3.949723164888854
7.091409192017822,-0.8061255335184593,3.87988871295176
7.2872937228866945,-0.8478301411563589,3.8213979283343966
7.507177351908376,-0.8787406150526844,3.7271036937391324
7.776356425784475,-0.8978756703218383,3.6700308675367355
8.044886875386174,-0.977359746055247,3.6115400829193725
8.27709436562146,-1.0308397723203182,3.601968863618349
8.496977994643142,-1.1201366969097033,3.5913341755061015
8.655890941871201,-1.1608600196620054,3.5562397047356837
8.753184583031237,-1.1760699353887687,3.5090925874380514
8.802480027885654,-1.1785231476027627,3.4371311978785077
8.851775472740073,-1.1692009411895852,3.3410645152645353
8.864747958228078,-1.123080551566496,3.269457615308733
8.913394778808096,-1.1245524788948926,3.2460613014617876
9.011337044242532,-1.1147396300389163,3.23542661334954
9.085280211524159,-1.1044361387401411,3.236844571764506
9.158574754531386,-1.1059080660685376,3.2620133336301596
9.207870199385805,-1.1063987085113365,3.2868276058920713
9.244193158752218,-1.107379993396934,3.2751294489685985
9.317487701759445,-1.1088519207253305,3.2882455643070374
9.354459285400258,-1.1216086242380998,3.288600053910779
9.403754730254677,-1.1108144904965258,3.289309033118262
9.451752926560294,-1.148103316149236,3.277256386591048
9.476400648987504,-1.161350662104804,3.2531510935366197
9.525696093841923,-1.1618413045476028,3.2779653657985315
9.525696093841923,-1.1495752434776325,3.290372501929487
9.525696093841923,-1.1500658859204314,3.2662672088750586
9.538019955055526,-1.1387811097360585,3.254569051951586
9.538019955055526,-1.126515048666088,3.2669761880825416
9.587315399909945,-1.1039454962973423,3.2559870103665522
9.624286983550759,-1.0921700776701706,3.26874863610125
9.660609942917173,-1.1054174236257388,3.2566959895740357
9.68525766534438,-1.1186647695813068,3.232590696519607
9.672933804130777,-1.1304401882084785,3.220183560388651
9.635962220489963,-1.1299495457656796,3.1953692881267397
9.550343816269132,-1.1044361387401411,3.182607662392042
9.453698799383496,-1.0431058333902887,3.1219899401522295
9.33175743579625,-0.9572434059004955,3.0734248644396307
9.259111517063424,-0.871871620853501,3.0376214144617295
9.260408765612224,-0.7761963445077313,3.0273412159532236
9.27338125110023,-0.7168286089290743,3.0042993917100196
9.311001459015444,-0.6456854547232456,2.9940191932015137
9.38494462629707,-0.5863177191445884,3.0323040704056057
9.508183238433116,-0.5048710736399845,3.0595997698937087
9.631421850569161,-0.4234244281353806,3.062790176327383
9.81627976877323,-0.35473448614354597,3.103201991153925
9.987516577214892,-0.3336368611031968,3.166301140619929
10.171725871144561,-0.3002731749928771,3.230109269293416
10.33128744264702,-0.2786849075097291,3.29320841875942
10.502524251088683,-0.281628762166522,3.355953078621682
10.662085822591143,-0.2718159133105456,3.4431575211421146
10.857321729185614,-0.287025829037309,3.5062566706081184
11.041531023115283,-0.2772129801813326,3.617920895786721
11.225091692770551,-0.2674001313253562,3.7175324744381095
11.371680778785004,-0.28113811972372316,3.7919752912238445
11.444975321792231,-0.3051795994208653,3.877052796121827
11.530593726013063,-0.2934041807936936,3.975246416358249
11.553944199891472,-0.36454733499952235,4.059260452445007
11.541620338677868,-0.3988923059954397,4.130867352400809
11.492324893823449,-0.43274663454855816,4.190067116225656
11.393734004114613,-0.4896611579132212,4.2482034112392775
11.270495391978567,-0.5460850388350853,4.293932570121943
11.134932918628918,-0.6142843383841211,4.314847456742697
11.073313612560895,-0.6486293093800385,4.33753479138216
11.024018167706476,-0.6824836379331569,4.397089044810747
11.011045682218471,-0.7413607310690152,4.431829025977424
10.998073196730466,-0.8007284666476723,4.4669234967478415
11.00909980939527,-0.8723622632962998,4.502372457122001
11.081745728128098,-0.9454679872733238,4.538175907099903
11.191363230501738,-1.0195549961359454,4.562635689758072
11.300980732875379,-1.0931513625557683,4.611200765470671
11.422273472188223,-1.166747728975591,4.6842256238414395
11.506594627860254,-1.2761609937197276,4.719674584215599
11.554592824165873,-1.3615327787667222,4.706912958480902
11.541620338677868,-1.4576986975552906,4.692733374331238
11.540971714403467,-1.519029002905143,4.643104829807415
11.564970812556275,-1.5803593082549954,4.594185264491075
11.625941494349899,-1.6063633577233327,4.558027324909432
11.71155989857073,-1.6205919885644984,4.547038147193442
11.747882857937144,-1.6583714566600076,4.510525718008058
11.759558094876349,-1.7069450584970907,4.497764092273361
11.698587413082725,-1.7069450584970907,4.42438474429885
11.624644245801099,-1.7309865381942326,4.337889280985901
11.526701980366662,-1.7304958957514338,4.252102796880435
11.404760616779416,-1.6691655904015816,4.166670802378711
