accx,accy,accz
6.595405012415355,-2.160941182011335,7.236913824533701
6.645098794706202,-2.126694438982734,7.214241020849726
6.670138297410892,-2.07886221111634,7.22741575812555
6.670138297410892,-2.0542385198478414,7.252233286482333
6.6824654372039705,-2.042351220614773,7.264488856041239
6.707119716790126,-2.0432003134171355,7.252846064960279
6.743715913050828,-2.0681070356197546,7.240896884640346
6.76798496951845,-2.0811264585893055,7.228641315081441
6.8165230824536955,-2.118769572827355,7.2044365652026015
6.8165230824536955,-2.1199016965638378,7.144077885124992
6.767599746399917,-2.1196186656297167,7.09505560688937
6.694022130759981,-2.12924171738982,7.129983980132251
6.645484017824736,-2.0675409737515134,7.154801508489035
6.584233541977879,-2.0890513247446845,7.213934631610754
6.535695429042633,-2.0514082105066347,7.238139381489592
6.461732590284164,-2.0610312622667375,7.273374143971445
6.3877697515256955,-2.106599242660166,7.319945308295286
6.28915263318107,-2.150752068382991,7.402364013578926
6.191691184192045,-2.123015036839165,7.486314665057429
6.069190232498332,-2.1196186656297167,7.520936649061337
5.971728783509307,-2.0675409737515134,7.605193689778812
5.886209251194827,-2.0406530350100494,7.652990411058544
5.8006897188803475,-2.0273505811063774,7.615610923903882
5.751766382826569,-2.0259354264357743,7.639202895304774
5.739054019914956,-2.062446416937341,7.602129797389085
5.738668796796422,-2.0740506852362888,7.613772588470046
5.787592132850202,-2.111127737606097,7.6260281580289515
5.848457385578525,-2.1371665835451985,7.590180617069152
5.933976917893005,-2.139430831018164,7.579150604466138
6.007169310414406,-2.1657527078913867,7.543303063506339
6.080746926054342,-2.192923677566971,7.4713015923477695
6.080361702935808,-2.2294346680685377,7.43422849443208
6.091918396491819,-2.2908523807727237,7.3848998269574855
6.091533173373286,-2.3403827942438413,7.3113664096040525
6.054166530875517,-2.388215022110235,7.273680533210418
6.016799888377749,-2.435764219042508,7.260199406695622
6.016414665259215,-2.4830303850406605,7.295740558416448
6.028741805052293,-2.483596446908902,7.283791378096515
6.040298498608304,-2.521239561146951,7.22281991954096
6.01487377278508,-2.604167624844308,7.245186333985963
5.98983427008039,-2.6624719972731667,7.316268637427615
6.051084745927247,-2.6780386986498037,7.195857666511368
6.075739025513404,-2.6947375237629236,6.978014917601823
6.063026662601792,-2.729550328659766,7.025811638881554
6.014488549666547,-2.654547131117788,7.123243416874853
5.929354240470601,-2.6160549240773765,7.146835388275746
5.880045681298288,-2.6412446772141163,7.036841651484569
5.806082842539819,-2.7137005963490086,6.925622357737502
5.719792863988272,-2.7725710306461084,6.874761744068044
5.595751019820423,-2.889462806437946,6.907239003399144
5.497133901475797,-2.9316344156219265,7.098732277757042
5.448210565422018,-2.9409744364479087,7.182682929235544
5.374632949782083,-2.9525787047468564,7.108843122643139
5.263303468525845,-3.044563758336075,7.19034266020986
5.1885701835303095,-3.1243784817581046,7.33312004557111
5.090338288304218,-3.1453227708830345,7.367742029575018
5.004048309752671,-3.1928719678153072,7.305238624824599
4.954739750580358,-3.239572071945218,7.315655858949669
4.916987884964056,-3.3329722802050403,7.410330133792215
4.891948382259366,-3.3663699304312797,7.518179145910583
4.87885079622922,-3.4368446330273272,7.589261449352235
4.928544578520067,-3.406843354010536,7.3242347576409035
4.868449772028811,-3.327311661522627,7.01018578769395
4.673141650932228,-3.2384399482087356,7.03347136985587
4.503643478777404,-3.0623947071856774,7.227722147364522
4.431606755611603,-2.916633776113531,7.229560482798358
4.565664400861328,-2.9794666434883204,7.242428830835209
4.748645382164832,-3.068904418670453,7.19493849879445
4.931241140349803,-3.1433415543441896,7.280727485706788
5.138491178120929,-3.2041932051801343,7.50040857005017
5.45668547402976,-3.2081556382578236,7.674131268547655
5.727112103240412,-3.155794915445499,7.594163677175797
5.9359030334856735,-3.1175857393392086,7.331588099376247
5.960172089953296,-3.1303221313746388,7.319638919056314
6.021422565800154,-3.128340914835794,7.501940516245033
6.010251095362676,-3.0213552217381796,7.419215421722421
5.901232952817641,-2.9254077350712717,7.2739869224493905
5.803771503828616,-2.8755942906660334,7.261424963651512
5.7560038371304385,-2.778797711196763,7.238445770728565
5.695909030639183,-2.683982348266338,7.094136439172452
5.623487084354848,-2.5747324076957585,7.0585952874516265
5.563007054745059,-2.5237868395540373,7.143465106647047
5.599988474124293,-2.486143725315988,7.26571441299713
5.759470845197242,-2.4419908995931627,7.244573555508017
5.992530831910126,-2.4487836420120592,7.175023198261228
6.2737437084397225,-2.467180652729903,7.1786998691289
6.531072751620229,-2.4734073332805577,7.170120970437666
6.677842759781566,-2.476520673555885,7.184214875430408
6.739478458746957,-2.4541612297603517,7.16123568250746
6.702882262486256,-2.4303866312942155,7.100570613190878
