accx,accy,accz
1.5751060183095862,2.515957123666952,8.860680829055013
1.5751060183095862,2.540865124099255,8.90941526488341
1.6240642975496484,2.5548136043413447,9.067715772751532
1.6372323864486995,2.6145928053788725,9.068752675641498
1.6375700297538034,2.660672606178634,8.960914775085048
1.6622179910263863,2.6721302863774934,8.961260409381703
1.748317033827875,2.706752406978395,8.987528615927506
1.9694733986709145,2.762297247942431,9.015524993956584
2.140996197663684,2.7700187280764452,9.006192867946892
2.276391163010339,2.8265598890577732,8.972666341171328
2.3753206514057745,2.908009050471405,8.9512370147787
2.4614196942072635,2.954088851271166,8.953310820558631
2.547856380313856,3.0111281722611407,8.907341459103478
2.6339554231153444,3.0332962926458906,8.9087239962901
2.805815865413218,3.0651785331992385,8.899737504577061
2.9162252261821857,3.0973098537569097,8.817130907676448
3.063437707207476,3.0933245736877413,8.79501031269051
3.1606789790773924,3.043259492818812,8.807453147370099
3.2461027352686735,3.005150252157388,8.796047215580474
3.2950610145087356,3.0044030121444187,8.820932884939655
3.2950610145087356,3.0039048521357725,8.79639284987713
3.3436816504436937,2.991699931923944,8.845472920002182
3.318696045866007,2.944872891111214,8.880381983964366
3.3308512048497465,2.9207121306918795,8.880381983964366
3.3305135615446426,2.884346450060717,8.867593514988119
3.3173454726455915,2.8255635690404812,8.926696979716175
3.3538109495968103,2.776494808188844,8.914254145036583
3.329162988324227,2.776494808188844,8.877616909591124
3.3166701860353838,2.764538967981338,8.877271275294468
3.3041773837465405,2.7294186873717905,8.900774407467027
3.2920222247628006,2.74087636757065,8.864482806318222
3.231246429844103,2.7657843680029535,8.827845570872762
3.1826257939091445,2.7901942084266107,8.791208335427301
3.0972020377178637,2.8278052890793886,8.76632266606812
2.926016882030198,2.8425010093344474,8.703762858373512
2.742001280748585,2.809373368759484,8.640166147788939
2.460069120986848,2.776245728184521,8.453869261891738
2.4847170822594307,2.7747512481585828,8.405826094656652
2.9753128045753643,2.8484789294382002,8.450412918925185
3.4902188448587763,2.9117452505362507,8.603874546640133
3.7100246364814002,2.8601856896413826,8.690974389397267
3.6114327913910684,2.814604048850268,8.700652149703615
3.342668720528382,2.8664126897494584,8.576915071501022
3.0982149676331754,2.906514570445467,8.489469594447232
3.099227897548487,2.990454531902329,8.478754931250919
3.258595537557517,3.0121244922784327,8.554103207921772
3.4297806932451826,2.98646925183316,8.66505181714812
3.477726042569933,2.9134888105665118,8.688554949320679
3.4405852790085065,2.8651672897278435,8.626686410219383
3.3912893564633406,2.8415046893171554,8.589357906180611
3.355161522817226,2.8893280501471774,8.529217538562591
3.39297757298886,2.9727698515953933,8.531291344342522
3.3939905029041717,3.0554644130306405,8.460090679231532
3.345369866969213,3.0803724134629435,8.447647844551943
3.296073944424047,3.0574570530652245,8.446610941661977
3.3207219056966304,3.0811196534759127,8.459399410638222
3.4183008208716505,3.0557134930349634,8.50882511505993
3.455103941127973,3.043259492818812,8.533365150122455
3.491569418079192,3.031552732615629,8.58209958595085
3.4790766157903485,3.019596892408124,8.581753951654195
3.4787389724852447,2.98397845178993,8.59315988344382
3.49055648816388,2.948110931167413,8.61666301561638
3.5145291628262556,2.900038490333068,8.652608982468529
3.538501837488631,2.8524642095073687,8.70030651540696
3.5503193531672665,2.8292997691053268,8.760792517321635
3.573954384524538,2.745857967657111,8.831993182432624
3.560448652320383,2.6509584860100355,8.878653812481089
3.5719285246939148,2.5924246849941226,8.974394512654605
3.620211517323769,2.519693323731797,8.99824327912382
3.6684945099536237,2.471122722888806,9.03418924597597
3.7174527891936857,2.4462147224565025,9.04663208065556
3.7174527891936857,2.4459656424521796,9.034534880272625
3.70563527351505,2.493789003282202,9.011031748100065
3.6931424712262064,2.4820822430790193,9.01068611380341
3.656339350969884,2.471371802893129,9.03418924597597
3.6445218352912483,2.5079865635286147,9.04663208065556
3.644859478596352,2.5431068441381623,8.99893454771713
3.6090692882553412,2.6140946453702267,8.90284821324696
3.5243208186742683,2.6982836868314117,8.794319044097199
3.3912893564633406,2.8432482493474165,8.674038308861157
3.2704130532361524,2.976007891651593,8.553757573625116
3.173171781366236,3.0370324927107357,8.492925937413785
3.137381591025225,3.0965626137439406,8.42068836941283
3.1491991067038607,3.083859533523466,8.39649396864696
3.173847067976444,3.083112293510497,8.38474240256068
3.2103125449276626,3.0704092132900223,8.39718523724027
3.2592708241677246,3.0701601332856994,8.446265307365321
3.247115665183985,3.0579552130738707,8.421725272302796
3.283918785440308,3.0704092132900223,8.482902542810782
3.2953986578138394,3.023582172477292,8.566891676898017
3.307553816797579,3.0131208122957247,8.663669279961498
3.3436816504436937,2.9655465314700256,8.735906847962454
3.367991968411173,2.9650483714613793,8.73625248225911
3.367991968411173,2.9416348510550145,8.77219844911126
3.342668720528382,2.883599210047748,8.84339911422225
